1	chr1
QNVO02002850.1	chrUn_NW_021162704v1
QNVO02002845.1	chrUn_NW_021162699v1
QNVO02002844.1	chrUn_NW_021162698v1
QNVO02002891.1	chrUn_NW_021162745v1
QNVO02002849.1	chrUn_NW_021162703v1
QNVO02002846.1	chrUn_NW_021162700v1
QNVO02002842.1	chrUn_NW_021162696v1
QNVO02002848.1	chrUn_NW_021162702v1
QNVO02002840.1	chrUn_NW_021162694v1
QNVO02002838.1	chrUn_NW_021162692v1
QNVO02002877.1	chrUn_NW_021162731v1
QNVO02002839.1	chrUn_NW_021162693v1
QNVO02001269.1	chrUn_NW_021161128v1
QNVO02002837.1	chrUn_NW_021162691v1
QNVO02002836.1	chrUn_NW_021162690v1
QNVO02002835.1	chrUn_NW_021162689v1
QNVO02002829.1	chrUn_NW_021162683v1
QNVO02002833.1	chrUn_NW_021162687v1
QNVO02002860.1	chrUn_NW_021162714v1
QNVO02002826.1	chrUn_NW_021162680v1
QNVO02002831.1	chrUn_NW_021162685v1
QNVO02002824.1	chrUn_NW_021162678v1
QNVO02002939.1	chrUn_NW_021162793v1
QNVO02002827.1	chrUn_NW_021162681v1
QNVO02002856.1	chrUn_NW_021162710v1
QNVO02002830.1	chrUn_NW_021162684v1
QNVO02002834.1	chrUn_NW_021162688v1
QNVO02002828.1	chrUn_NW_021162682v1
QNVO02002822.1	chrUn_NW_021162676v1
QNVO02001153.1	chrUn_NW_021161012v1
QNVO02002823.1	chrUn_NW_021162677v1
QNVO02002821.1	chrUn_NW_021162675v1
QNVO02002841.1	chrUn_NW_021162695v1
QNVO02002825.1	chrUn_NW_021162679v1
QNVO02002819.1	chrUn_NW_021162673v1
QNVO02002820.1	chrUn_NW_021162674v1
QNVO02002817.1	chrUn_NW_021162671v1
QNVO02002806.1	chrUn_NW_021162660v1
QNVO02002818.1	chrUn_NW_021162672v1
QNVO02002804.1	chrUn_NW_021162658v1
QNVO02002807.1	chrUn_NW_021162661v1
QNVO02002816.1	chrUn_NW_021162670v1
QNVO02002810.1	chrUn_NW_021162664v1
QNVO02002812.1	chrUn_NW_021162666v1
QNVO02002813.1	chrUn_NW_021162667v1
QNVO02002802.1	chrUn_NW_021162656v1
QNVO02002799.1	chrUn_NW_021162653v1
QNVO02002843.1	chrUn_NW_021162697v1
QNVO02002814.1	chrUn_NW_021162668v1
QNVO02001795.1	chrUn_NW_021161651v1
QNVO02003091.1	chrUn_NW_021162945v1
QNVO02002809.1	chrUn_NW_021162663v1
QNVO02002832.1	chrUn_NW_021162686v1
QNVO02002793.1	chrUn_NW_021162647v1
QNVO02002805.1	chrUn_NW_021162659v1
QNVO02002796.1	chrUn_NW_021162650v1
QNVO02002798.1	chrUn_NW_021162652v1
QNVO02002815.1	chrUn_NW_021162669v1
QNVO02002797.1	chrUn_NW_021162651v1
QNVO02002801.1	chrUn_NW_021162655v1
QNVO02002792.1	chrUn_NW_021162646v1
QNVO02002794.1	chrUn_NW_021162648v1
QNVO02002403.1	chrUn_NW_021162257v1
QNVO02002808.1	chrUn_NW_021162662v1
QNVO02002784.1	chrUn_NW_021162638v1
QNVO02002786.1	chrUn_NW_021162640v1
QNVO02002307.1	chrUn_NW_021162161v1
QNVO02002787.1	chrUn_NW_021162641v1
QNVO02002790.1	chrUn_NW_021162644v1
QNVO02002781.1	chrUn_NW_021162635v1
QNVO02002785.1	chrUn_NW_021162639v1
QNVO02002795.1	chrUn_NW_021162649v1
QNVO02002782.1	chrUn_NW_021162636v1
QNVO02002791.1	chrUn_NW_021162645v1
QNVO02002788.1	chrUn_NW_021162642v1
QNVO02000633.1	chrUn_NW_021160497v1
QNVO02002390.1	chrUn_NW_021162244v1
QNVO02002779.1	chrUn_NW_021162633v1
QNVO02002776.1	chrUn_NW_021162630v1
QNVO02002760.1	chrUn_NW_021162614v1
QNVO02002783.1	chrUn_NW_021162637v1
QNVO02002772.1	chrUn_NW_021162626v1
QNVO02002419.1	chrUn_NW_021162273v1
QNVO02002777.1	chrUn_NW_021162631v1
QNVO02002773.1	chrUn_NW_021162627v1
QNVO02002768.1	chrUn_NW_021162622v1
QNVO02002767.1	chrUn_NW_021162621v1
QNVO02002770.1	chrUn_NW_021162624v1
QNVO02001594.1	chrUn_NW_021161453v1
QNVO02002766.1	chrUn_NW_021162620v1
QNVO02002769.1	chrUn_NW_021162623v1
QNVO02002765.1	chrUn_NW_021162619v1
QNVO02002763.1	chrUn_NW_021162617v1
QNVO02002761.1	chrUn_NW_021162615v1
QNVO02002758.1	chrUn_NW_021162612v1
QNVO02001436.1	chrUn_NW_021161295v1
QNVO02002755.1	chrUn_NW_021162609v1
QNVO02002391.1	chrUn_NW_021162245v1
QNVO02002762.1	chrUn_NW_021162616v1
QNVO02002759.1	chrUn_NW_021162613v1
QNVO02002748.1	chrUn_NW_021162602v1
QNVO02002754.1	chrUn_NW_021162608v1
QNVO02002751.1	chrUn_NW_021162605v1
QNVO02002803.1	chrUn_NW_021162657v1
QNVO02002756.1	chrUn_NW_021162610v1
QNVO02002741.1	chrUn_NW_021162595v1
QNVO02002743.1	chrUn_NW_021162597v1
QNVO02002745.1	chrUn_NW_021162599v1
QNVO02002753.1	chrUn_NW_021162607v1
QNVO02002742.1	chrUn_NW_021162596v1
QNVO02002752.1	chrUn_NW_021162606v1
QNVO02002744.1	chrUn_NW_021162598v1
QNVO02002739.1	chrUn_NW_021162593v1
QNVO02002333.1	chrUn_NW_021162187v1
QNVO02002733.1	chrUn_NW_021162587v1
QNVO02002732.1	chrUn_NW_021162586v1
QNVO02002738.1	chrUn_NW_021162592v1
QNVO02002729.1	chrUn_NW_021162583v1
QNVO02002730.1	chrUn_NW_021162584v1
QNVO02002737.1	chrUn_NW_021162591v1
QNVO02002736.1	chrUn_NW_021162590v1
QNVO02002780.1	chrUn_NW_021162634v1
QNVO02002725.1	chrUn_NW_021162579v1
QNVO02002727.1	chrUn_NW_021162581v1
QNVO02002722.1	chrUn_NW_021162576v1
QNVO02002723.1	chrUn_NW_021162577v1
QNVO02002757.1	chrUn_NW_021162611v1
QNVO02002721.1	chrUn_NW_021162575v1
QNVO02002724.1	chrUn_NW_021162578v1
QNVO02002719.1	chrUn_NW_021162573v1
QNVO02002718.1	chrUn_NW_021162572v1
QNVO02002717.1	chrUn_NW_021162571v1
QNVO02002771.1	chrUn_NW_021162625v1
QNVO02002714.1	chrUn_NW_021162568v1
QNVO02003122.1	chrUn_NW_021162976v1
QNVO02002713.1	chrUn_NW_021162567v1
QNVO02002715.1	chrUn_NW_021162569v1
QNVO02002710.1	chrUn_NW_021162564v1
QNVO02002764.1	chrUn_NW_021162618v1
QNVO02002708.1	chrUn_NW_021162562v1
QNVO02002331.1	chrUn_NW_021162185v1
QNVO02002705.1	chrUn_NW_021162559v1
QNVO02002775.1	chrUn_NW_021162629v1
QNVO02002707.1	chrUn_NW_021162561v1
QNVO02002704.1	chrUn_NW_021162558v1
QNVO02002697.1	chrUn_NW_021162551v1
QNVO02002701.1	chrUn_NW_021162555v1
QNVO02002711.1	chrUn_NW_021162565v1
QNVO02002702.1	chrUn_NW_021162556v1
QNVO02002699.1	chrUn_NW_021162553v1
QNVO02002703.1	chrUn_NW_021162557v1
QNVO02002695.1	chrUn_NW_021162549v1
QNVO02002691.1	chrUn_NW_021162545v1
QNVO02002728.1	chrUn_NW_021162582v1
QNVO02002688.1	chrUn_NW_021162542v1
QNVO02002746.1	chrUn_NW_021162600v1
QNVO02002698.1	chrUn_NW_021162552v1
QNVO02002778.1	chrUn_NW_021162632v1
QNVO02002750.1	chrUn_NW_021162604v1
QNVO02002696.1	chrUn_NW_021162550v1
QNVO02002712.1	chrUn_NW_021162566v1
QNVO02002689.1	chrUn_NW_021162543v1
QNVO02002694.1	chrUn_NW_021162548v1
QNVO02002690.1	chrUn_NW_021162544v1
QNVO02002687.1	chrUn_NW_021162541v1
QNVO02002740.1	chrUn_NW_021162594v1
QNVO02002706.1	chrUn_NW_021162560v1
QNVO02002685.1	chrUn_NW_021162539v1
QNVO02002682.1	chrUn_NW_021162536v1
QNVO02002680.1	chrUn_NW_021162534v1
QNVO02002683.1	chrUn_NW_021162537v1
QNVO02002677.1	chrUn_NW_021162531v1
QNVO02002679.1	chrUn_NW_021162533v1
QNVO02002681.1	chrUn_NW_021162535v1
QNVO02002735.1	chrUn_NW_021162589v1
QNVO02002692.1	chrUn_NW_021162546v1
QNVO02002678.1	chrUn_NW_021162532v1
QNVO02002673.1	chrUn_NW_021162527v1
QNVO02002675.1	chrUn_NW_021162529v1
QNVO02002734.1	chrUn_NW_021162588v1
QNVO02002671.1	chrUn_NW_021162525v1
QNVO02002668.1	chrUn_NW_021162522v1
QNVO02002664.1	chrUn_NW_021162518v1
QNVO02002700.1	chrUn_NW_021162554v1
QNVO02002674.1	chrUn_NW_021162528v1
QNVO02002665.1	chrUn_NW_021162519v1
QNVO02002670.1	chrUn_NW_021162524v1
QNVO02002731.1	chrUn_NW_021162585v1
QNVO02002662.1	chrUn_NW_021162516v1
QNVO02002660.1	chrUn_NW_021162514v1
QNVO02002661.1	chrUn_NW_021162515v1
QNVO02002658.1	chrUn_NW_021162512v1
QNVO02002647.1	chrUn_NW_021162501v1
QNVO02002726.1	chrUn_NW_021162580v1
QNVO02002657.1	chrUn_NW_021162511v1
QNVO02002656.1	chrUn_NW_021162510v1
QNVO02002654.1	chrUn_NW_021162508v1
QNVO02002651.1	chrUn_NW_021162505v1
QNVO02002650.1	chrUn_NW_021162504v1
QNVO02002640.1	chrUn_NW_021162494v1
QNVO02002642.1	chrUn_NW_021162496v1
QNVO02002652.1	chrUn_NW_021162506v1
QNVO02002655.1	chrUn_NW_021162509v1
QNVO02002720.1	chrUn_NW_021162574v1
QNVO02002643.1	chrUn_NW_021162497v1
QNVO02002645.1	chrUn_NW_021162499v1
QNVO02002646.1	chrUn_NW_021162500v1
QNVO02002644.1	chrUn_NW_021162498v1
QNVO02002638.1	chrUn_NW_021162492v1
QNVO02002627.1	chrUn_NW_021162481v1
QNVO02002637.1	chrUn_NW_021162491v1
QNVO02002635.1	chrUn_NW_021162489v1
QNVO02002398.1	chrUn_NW_021162252v1
QNVO02002632.1	chrUn_NW_021162486v1
QNVO02002629.1	chrUn_NW_021162483v1
QNVO02002630.1	chrUn_NW_021162484v1
QNVO02002716.1	chrUn_NW_021162570v1
QNVO02002626.1	chrUn_NW_021162480v1
QNVO02002709.1	chrUn_NW_021162563v1
QNVO02002631.1	chrUn_NW_021162485v1
QNVO02002623.1	chrUn_NW_021162477v1
QNVO02002622.1	chrUn_NW_021162476v1
QNVO02002617.1	chrUn_NW_021162471v1
QNVO02002600.1	chrUn_NW_021162454v1
QNVO02002604.1	chrUn_NW_021162458v1
QNVO02002608.1	chrUn_NW_021162462v1
QNVO02002625.1	chrUn_NW_021162479v1
QNVO02002607.1	chrUn_NW_021162461v1
QNVO02002609.1	chrUn_NW_021162463v1
QNVO02002603.1	chrUn_NW_021162457v1
QNVO02002606.1	chrUn_NW_021162460v1
QNVO02002616.1	chrUn_NW_021162470v1
QNVO02002593.1	chrUn_NW_021162447v1
QNVO02002693.1	chrUn_NW_021162547v1
QNVO02002601.1	chrUn_NW_021162455v1
QNVO02002595.1	chrUn_NW_021162449v1
QNVO02002591.1	chrUn_NW_021162445v1
QNVO02002588.1	chrUn_NW_021162442v1
QNVO02002618.1	chrUn_NW_021162472v1
QNVO02002594.1	chrUn_NW_021162448v1
QNVO02002686.1	chrUn_NW_021162540v1
QNVO02002614.1	chrUn_NW_021162468v1
QNVO02002585.1	chrUn_NW_021162439v1
QNVO02002599.1	chrUn_NW_021162453v1
QNVO02002684.1	chrUn_NW_021162538v1
QNVO02002676.1	chrUn_NW_021162530v1
QNVO02002580.1	chrUn_NW_021162434v1
QNVO02002586.1	chrUn_NW_021162440v1
QNVO02002577.1	chrUn_NW_021162431v1
QNVO02002576.1	chrUn_NW_021162430v1
QNVO02002575.1	chrUn_NW_021162429v1
QNVO02002621.1	chrUn_NW_021162475v1
QNVO02002570.1	chrUn_NW_021162424v1
QNVO02002672.1	chrUn_NW_021162526v1
QNVO02002667.1	chrUn_NW_021162521v1
QNVO02002571.1	chrUn_NW_021162425v1
QNVO02002572.1	chrUn_NW_021162426v1
QNVO02002569.1	chrUn_NW_021162423v1
QNVO02002568.1	chrUn_NW_021162422v1
QNVO02002666.1	chrUn_NW_021162520v1
QNVO02002567.1	chrUn_NW_021162421v1
QNVO02002669.1	chrUn_NW_021162523v1
QNVO02002562.1	chrUn_NW_021162416v1
QNVO02002564.1	chrUn_NW_021162418v1
QNVO02002565.1	chrUn_NW_021162419v1
QNVO02002402.1	chrUn_NW_021162256v1
QNVO02002550.1	chrUn_NW_021162404v1
QNVO02002555.1	chrUn_NW_021162409v1
QNVO02002551.1	chrUn_NW_021162405v1
QNVO02002663.1	chrUn_NW_021162517v1
QNVO02002560.1	chrUn_NW_021162414v1
QNVO02002548.1	chrUn_NW_021162402v1
QNVO02001088.1	chrUn_NW_021160947v1
QNVO02002549.1	chrUn_NW_021162403v1
QNVO02002544.1	chrUn_NW_021162398v1
QNVO02002541.1	chrUn_NW_021162395v1
QNVO02002659.1	chrUn_NW_021162513v1
QNVO02002542.1	chrUn_NW_021162396v1
QNVO02002547.1	chrUn_NW_021162401v1
QNVO02002545.1	chrUn_NW_021162399v1
QNVO02002649.1	chrUn_NW_021162503v1
QNVO02002543.1	chrUn_NW_021162397v1
QNVO02002749.1	chrUn_NW_021162603v1
QNVO02002641.1	chrUn_NW_021162495v1
QNVO02002546.1	chrUn_NW_021162400v1
QNVO02002538.1	chrUn_NW_021162392v1
QNVO02002634.1	chrUn_NW_021162488v1
QNVO02002537.1	chrUn_NW_021162391v1
QNVO02002531.1	chrUn_NW_021162385v1
QNVO02002528.1	chrUn_NW_021162382v1
QNVO02002525.1	chrUn_NW_021162379v1
QNVO02002533.1	chrUn_NW_021162387v1
QNVO02002639.1	chrUn_NW_021162493v1
QNVO02002521.1	chrUn_NW_021162375v1
QNVO02002529.1	chrUn_NW_021162383v1
QNVO02002534.1	chrUn_NW_021162388v1
QNVO02002518.1	chrUn_NW_021162372v1
QNVO02002504.1	chrUn_NW_021162358v1
QNVO02002520.1	chrUn_NW_021162374v1
QNVO02002633.1	chrUn_NW_021162487v1
QNVO02002636.1	chrUn_NW_021162490v1
QNVO02002502.1	chrUn_NW_021162356v1
QNVO02002494.1	chrUn_NW_021162348v1
QNVO02002499.1	chrUn_NW_021162353v1
QNVO02002653.1	chrUn_NW_021162507v1
QNVO02002496.1	chrUn_NW_021162350v1
QNVO02002628.1	chrUn_NW_021162482v1
QNVO02002492.1	chrUn_NW_021162346v1
QNVO02002498.1	chrUn_NW_021162352v1
QNVO02002491.1	chrUn_NW_021162345v1
QNVO02002489.1	chrUn_NW_021162343v1
QNVO02002620.1	chrUn_NW_021162474v1
QNVO02001935.1	chrUn_NW_021161791v1
QNVO02002486.1	chrUn_NW_021162340v1
QNVO02002258.1	chrUn_NW_021162112v1
QNVO02002490.1	chrUn_NW_021162344v1
QNVO02002624.1	chrUn_NW_021162478v1
QNVO02002488.1	chrUn_NW_021162342v1
QNVO02002484.1	chrUn_NW_021162338v1
QNVO02002442.1	chrUn_NW_021162296v1
QNVO02002615.1	chrUn_NW_021162469v1
QNVO02002477.1	chrUn_NW_021162331v1
QNVO02002473.1	chrUn_NW_021162327v1
QNVO02002453.1	chrUn_NW_021162307v1
QNVO02002461.1	chrUn_NW_021162315v1
QNVO02002480.1	chrUn_NW_021162334v1
QNVO02002449.1	chrUn_NW_021162303v1
QNVO02002611.1	chrUn_NW_021162465v1
QNVO02002113.1	chrUn_NW_021161967v1
QNVO02002277.1	chrUn_NW_021162131v1
QNVO02002395.1	chrUn_NW_021162249v1
QNVO02002483.1	chrUn_NW_021162337v1
QNVO02002326.1	chrUn_NW_021162180v1
QNVO02002286.1	chrUn_NW_021162140v1
QNVO02002268.1	chrUn_NW_021162122v1
QNVO02002612.1	chrUn_NW_021162466v1
QNVO02002228.1	chrUn_NW_021162082v1
QNVO02002463.1	chrUn_NW_021162317v1
QNVO02002485.1	chrUn_NW_021162339v1
QNVO02002613.1	chrUn_NW_021162467v1
QNVO02002122.1	chrUn_NW_021161976v1
QNVO02002138.1	chrUn_NW_021161992v1
QNVO02002172.1	chrUn_NW_021162026v1
QNVO02002199.1	chrUn_NW_021162053v1
QNVO02002610.1	chrUn_NW_021162464v1
QNVO02002619.1	chrUn_NW_021162473v1
QNVO02002145.1	chrUn_NW_021161999v1
QNVO02002069.1	chrUn_NW_021161923v1
QNVO02002605.1	chrUn_NW_021162459v1
QNVO02002130.1	chrUn_NW_021161984v1
QNVO02002094.1	chrUn_NW_021161948v1
QNVO02002598.1	chrUn_NW_021162452v1
QNVO02002078.1	chrUn_NW_021161932v1
QNVO02002597.1	chrUn_NW_021162451v1
QNVO02002044.1	chrUn_NW_021161898v1
QNVO02002061.1	chrUn_NW_021161915v1
QNVO02002035.1	chrUn_NW_021161889v1
QNVO02002026.1	chrUn_NW_021161880v1
QNVO02002602.1	chrUn_NW_021162456v1
QNVO02002015.1	chrUn_NW_021161869v1
QNVO02002590.1	chrUn_NW_021162444v1
QNVO02001961.1	chrUn_NW_021161817v1
QNVO02001988.1	chrUn_NW_021161844v1
QNVO02002006.1	chrUn_NW_021161860v1
QNVO02001993.1	chrUn_NW_021161849v1
QNVO02001971.1	chrUn_NW_021161827v1
QNVO02002592.1	chrUn_NW_021162446v1
QNVO02002587.1	chrUn_NW_021162441v1
QNVO02001955.1	chrUn_NW_021161811v1
QNVO02002582.1	chrUn_NW_021162436v1
QNVO02002589.1	chrUn_NW_021162443v1
QNVO02001981.1	chrUn_NW_021161837v1
QNVO02002566.1	chrUn_NW_021162420v1
QNVO02001910.1	chrUn_NW_021161766v1
QNVO02001946.1	chrUn_NW_021161802v1
QNVO02001928.1	chrUn_NW_021161784v1
QNVO02002051.1	chrUn_NW_021161905v1
QNVO02001889.1	chrUn_NW_021161745v1
QNVO02002561.1	chrUn_NW_021162415v1
QNVO02002563.1	chrUn_NW_021162417v1
QNVO02001899.1	chrUn_NW_021161755v1
QNVO02002583.1	chrUn_NW_021162437v1
QNVO02001919.1	chrUn_NW_021161775v1
QNVO02001879.1	chrUn_NW_021161735v1
QNVO02002584.1	chrUn_NW_021162438v1
QNVO02002596.1	chrUn_NW_021162450v1
QNVO02002579.1	chrUn_NW_021162433v1
QNVO02002581.1	chrUn_NW_021162435v1
QNVO02001874.1	chrUn_NW_021161730v1
QNVO02002574.1	chrUn_NW_021162428v1
QNVO02002578.1	chrUn_NW_021162432v1
QNVO02000669.1	chrUn_NW_021160533v1
QNVO02001845.1	chrUn_NW_021161701v1
QNVO02001851.1	chrUn_NW_021161707v1
QNVO02002321.1	chrUn_NW_021162175v1
QNVO02002087.1	chrUn_NW_021161941v1
QNVO02001821.1	chrUn_NW_021161677v1
QNVO02001784.1	chrUn_NW_021161640v1
QNVO02002558.1	chrUn_NW_021162412v1
QNVO02002557.1	chrUn_NW_021162411v1
QNVO02001793.1	chrUn_NW_021161649v1
QNVO02001858.1	chrUn_NW_021161714v1
QNVO02001865.1	chrUn_NW_021161721v1
QNVO02001811.1	chrUn_NW_021161667v1
QNVO02001829.1	chrUn_NW_021161685v1
QNVO02001802.1	chrUn_NW_021161658v1
QNVO02002554.1	chrUn_NW_021162408v1
QNVO02001767.1	chrUn_NW_021161623v1
QNVO02002648.1	chrUn_NW_021162502v1
QNVO02002573.1	chrUn_NW_021162427v1
QNVO02001759.1	chrUn_NW_021161615v1
QNVO02001750.1	chrUn_NW_021161606v1
QNVO02002552.1	chrUn_NW_021162406v1
QNVO02002553.1	chrUn_NW_021162407v1
QNVO02001836.1	chrUn_NW_021161692v1
QNVO02001634.1	chrUn_NW_021161493v1
QNVO02001728.1	chrUn_NW_021161587v1
QNVO02001718.1	chrUn_NW_021161577v1
QNVO02002500.1	chrUn_NW_021162354v1
QNVO02001736.1	chrUn_NW_021161595v1
QNVO02001699.1	chrUn_NW_021161558v1
QNVO02001709.1	chrUn_NW_021161568v1
QNVO02002154.1	chrUn_NW_021162008v1
QNVO02001691.1	chrUn_NW_021161550v1
QNVO02001681.1	chrUn_NW_021161540v1
QNVO02002556.1	chrUn_NW_021162410v1
QNVO02001775.1	chrUn_NW_021161631v1
QNVO02002539.1	chrUn_NW_021162393v1
QNVO02001672.1	chrUn_NW_021161531v1
QNVO02001644.1	chrUn_NW_021161503v1
QNVO02002384.1	chrUn_NW_021162238v1
QNVO02001663.1	chrUn_NW_021161522v1
QNVO02002774.1	chrUn_NW_021162628v1
QNVO02001625.1	chrUn_NW_021161484v1
QNVO02002559.1	chrUn_NW_021162413v1
QNVO02001597.1	chrUn_NW_021161456v1
QNVO02002536.1	chrUn_NW_021162390v1
QNVO02001615.1	chrUn_NW_021161474v1
QNVO02001654.1	chrUn_NW_021161513v1
QNVO02001606.1	chrUn_NW_021161465v1
QNVO02002535.1	chrUn_NW_021162389v1
QNVO02001589.1	chrUn_NW_021161448v1
QNVO02002540.1	chrUn_NW_021162394v1
QNVO02001579.1	chrUn_NW_021161438v1
QNVO02002527.1	chrUn_NW_021162381v1
QNVO02001560.1	chrUn_NW_021161419v1
QNVO02002532.1	chrUn_NW_021162386v1
QNVO02002522.1	chrUn_NW_021162376v1
QNVO02001551.1	chrUn_NW_021161410v1
QNVO02001542.1	chrUn_NW_021161401v1
QNVO02001514.1	chrUn_NW_021161373v1
QNVO02002519.1	chrUn_NW_021162373v1
QNVO02002516.1	chrUn_NW_021162370v1
QNVO02001523.1	chrUn_NW_021161382v1
QNVO02001570.1	chrUn_NW_021161429v1
QNVO02001503.1	chrUn_NW_021161362v1
QNVO02001531.1	chrUn_NW_021161390v1
QNVO02001495.1	chrUn_NW_021161354v1
QNVO02002511.1	chrUn_NW_021162365v1
QNVO02002530.1	chrUn_NW_021162384v1
QNVO02001488.1	chrUn_NW_021161347v1
QNVO02001480.1	chrUn_NW_021161339v1
QNVO02002526.1	chrUn_NW_021162380v1
QNVO02001460.1	chrUn_NW_021161319v1
QNVO02001471.1	chrUn_NW_021161330v1
QNVO02001442.1	chrUn_NW_021161301v1
QNVO02001452.1	chrUn_NW_021161311v1
QNVO02001435.1	chrUn_NW_021161294v1
QNVO02001424.1	chrUn_NW_021161283v1
QNVO02001417.1	chrUn_NW_021161276v1
QNVO02002510.1	chrUn_NW_021162364v1
QNVO02002524.1	chrUn_NW_021162378v1
QNVO02002517.1	chrUn_NW_021162371v1
QNVO02001407.1	chrUn_NW_021161266v1
QNVO02001398.1	chrUn_NW_021161257v1
QNVO02001389.1	chrUn_NW_021161248v1
QNVO02002509.1	chrUn_NW_021162363v1
QNVO02001379.1	chrUn_NW_021161238v1
QNVO02002523.1	chrUn_NW_021162377v1
QNVO02001371.1	chrUn_NW_021161230v1
QNVO02002514.1	chrUn_NW_021162368v1
QNVO02002512.1	chrUn_NW_021162366v1
QNVO02002507.1	chrUn_NW_021162361v1
QNVO02002469.1	chrUn_NW_021162323v1
QNVO02001361.1	chrUn_NW_021161220v1
QNVO02002515.1	chrUn_NW_021162369v1
QNVO02002508.1	chrUn_NW_021162362v1
QNVO02002513.1	chrUn_NW_021162367v1
QNVO02002505.1	chrUn_NW_021162359v1
QNVO02001351.1	chrUn_NW_021161210v1
QNVO02002503.1	chrUn_NW_021162357v1
QNVO02002497.1	chrUn_NW_021162351v1
QNVO02002811.1	chrUn_NW_021162665v1
QNVO02002506.1	chrUn_NW_021162360v1
QNVO02002501.1	chrUn_NW_021162355v1
QNVO02002487.1	chrUn_NW_021162341v1
QNVO02001340.1	chrUn_NW_021161199v1
QNVO02001263.1	chrUn_NW_021161122v1
QNVO02001330.1	chrUn_NW_021161189v1
QNVO02002479.1	chrUn_NW_021162333v1
QNVO02001273.1	chrUn_NW_021161132v1
QNVO02002476.1	chrUn_NW_021162330v1
QNVO02002478.1	chrUn_NW_021162332v1
QNVO02001322.1	chrUn_NW_021161181v1
QNVO02002471.1	chrUn_NW_021162325v1
QNVO02001313.1	chrUn_NW_021161172v1
QNVO02002495.1	chrUn_NW_021162349v1
QNVO02002468.1	chrUn_NW_021162322v1
QNVO02001303.1	chrUn_NW_021161162v1
QNVO02002462.1	chrUn_NW_021162316v1
QNVO02001292.1	chrUn_NW_021161151v1
QNVO02001282.1	chrUn_NW_021161141v1
QNVO02002456.1	chrUn_NW_021162310v1
QNVO02002459.1	chrUn_NW_021162313v1
QNVO02002457.1	chrUn_NW_021162311v1
QNVO02002455.1	chrUn_NW_021162309v1
QNVO02002454.1	chrUn_NW_021162308v1
QNVO02001234.1	chrUn_NW_021161093v1
QNVO02002467.1	chrUn_NW_021162321v1
QNVO02001244.1	chrUn_NW_021161103v1
QNVO02001253.1	chrUn_NW_021161112v1
QNVO02002493.1	chrUn_NW_021162347v1
QNVO02001665.1	chrUn_NW_021161524v1
QNVO02001223.1	chrUn_NW_021161082v1
QNVO02002450.1	chrUn_NW_021162304v1
QNVO02002482.1	chrUn_NW_021162336v1
QNVO02001213.1	chrUn_NW_021161072v1
QNVO02002481.1	chrUn_NW_021162335v1
QNVO02002317.1	chrUn_NW_021162171v1
QNVO02002447.1	chrUn_NW_021162301v1
QNVO02002308.1	chrUn_NW_021162162v1
QNVO02001204.1	chrUn_NW_021161063v1
QNVO02001195.1	chrUn_NW_021161054v1
QNVO02002475.1	chrUn_NW_021162329v1
QNVO02001186.1	chrUn_NW_021161045v1
QNVO02002470.1	chrUn_NW_021162324v1
QNVO02002474.1	chrUn_NW_021162328v1
QNVO02001176.1	chrUn_NW_021161035v1
QNVO02002472.1	chrUn_NW_021162326v1
QNVO02002446.1	chrUn_NW_021162300v1
QNVO02002248.1	chrUn_NW_021162102v1
QNVO02001165.1	chrUn_NW_021161024v1
QNVO02002445.1	chrUn_NW_021162299v1
QNVO02002444.1	chrUn_NW_021162298v1
QNVO02001155.1	chrUn_NW_021161014v1
QNVO02002466.1	chrUn_NW_021162320v1
QNVO02001045.1	chrUn_NW_021160904v1
QNVO02001146.1	chrUn_NW_021161005v1
QNVO02002105.1	chrUn_NW_021161959v1
QNVO02002443.1	chrUn_NW_021162297v1
QNVO02002465.1	chrUn_NW_021162319v1
QNVO02001136.1	chrUn_NW_021160995v1
QNVO02002464.1	chrUn_NW_021162318v1
QNVO02001126.1	chrUn_NW_021160985v1
QNVO02002426.1	chrUn_NW_021162280v1
QNVO02002460.1	chrUn_NW_021162314v1
QNVO02002425.1	chrUn_NW_021162279v1
QNVO02001115.1	chrUn_NW_021160974v1
QNVO02002458.1	chrUn_NW_021162312v1
QNVO02002451.1	chrUn_NW_021162305v1
QNVO02001106.1	chrUn_NW_021160965v1
QNVO02002452.1	chrUn_NW_021162306v1
QNVO02001097.1	chrUn_NW_021160956v1
QNVO02002436.1	chrUn_NW_021162290v1
QNVO02002441.1	chrUn_NW_021162295v1
QNVO02002337.1	chrUn_NW_021162191v1
QNVO02002435.1	chrUn_NW_021162289v1
QNVO02002448.1	chrUn_NW_021162302v1
QNVO02002434.1	chrUn_NW_021162288v1
QNVO02002429.1	chrUn_NW_021162283v1
QNVO02002433.1	chrUn_NW_021162287v1
QNVO02002438.1	chrUn_NW_021162292v1
QNVO02002437.1	chrUn_NW_021162291v1
QNVO02002432.1	chrUn_NW_021162286v1
QNVO02002428.1	chrUn_NW_021162282v1
QNVO02002406.1	chrUn_NW_021162260v1
QNVO02002424.1	chrUn_NW_021162278v1
QNVO02002422.1	chrUn_NW_021162276v1
QNVO02001086.1	chrUn_NW_021160945v1
QNVO02002431.1	chrUn_NW_021162285v1
QNVO02002413.1	chrUn_NW_021162267v1
QNVO02002427.1	chrUn_NW_021162281v1
QNVO02001076.1	chrUn_NW_021160935v1
